student,professor,score,matched_role,student_role
Bonnie Edwards,Steven Parker,0.08,"['Grader', 'TA']",RA
Luke Hickman,Ashley Washington,0.08,['TA'],RA
Chad Oconnell,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Kimberly White,Ashley Washington,0.08,['TA'],RA
Terry Harris,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Nicole Davis,Michael Matthews,0.08,['Grader'],RA
Nicole Davis,Ashley Washington,0.08,['TA'],RA
Nicole Davis,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Nicole Davis,Jessica Wood,0.08,"['TA', 'Grader']",RA
Steven Patel,Ashley Washington,0.08,['TA'],RA
Steven Patel,Jessica Wood,0.08,"['TA', 'Grader']",RA
Steven Patel,Steven Parker,0.08,"['Grader', 'TA']",RA
Peggy Chavez,Ashley Washington,0.08,['TA'],Grader
Mark Prince,Michael Matthews,0.08,['Grader'],TA
Alice Young,Michael Matthews,0.08,['Grader'],TA
Michael Hayes,Ashley Washington,0.08,['TA'],Grader
Matthew Mckinney,Michael Matthews,0.08,['Grader'],TA
Gregory Roach,Ashley Washington,0.08,['TA'],Grader
Jacqueline Sullivan,Michael Matthews,0.08,['Grader'],RA
Jacqueline Sullivan,Ashley Washington,0.08,['TA'],RA
Bonnie Edwards,Michael Matthews,0.08,['Grader'],RA
Kimberly Monroe,Michael Matthews,0.08,['Grader'],RA
Kimberly Monroe,Ashley Washington,0.08,['TA'],RA
Brian Austin,Michael Matthews,0.08,['Grader'],TA
Kurt Brandt,Ashley Washington,0.08,['TA'],Grader
Tabitha Cunningham,Michael Matthews,0.08,['Grader'],TA
Patrick Freeman,Steven Parker,0.08,"['Grader', 'TA']",RA
Jorge Vasquez,Ashley Washington,0.08,['TA'],Grader
Christopher Lin,Christopher Smith,0.08,"['RA', 'TA']",Grader
Kristie Rose,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Tonya Garcia,Michael Matthews,0.08,['Grader'],RA
Shannon Allen,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Christopher Lin,Ashley Washington,0.08,['TA'],Grader
Rebecca Peterson,Michael Matthews,0.08,['Grader'],RA
Rebecca Peterson,Ashley Washington,0.08,['TA'],RA
Vickie Moran,Jessica Wood,0.08,"['TA', 'Grader']",RA
Christopher Ferguson,Michael Matthews,0.08,['Grader'],TA
Austin Landry DDS,Christopher Smith,0.08,"['RA', 'TA']",Grader
Jesse Ruiz,Ashley Washington,0.08,['TA'],RA
Jesse Ruiz,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Alex Sloan,Ashley Washington,0.08,['TA'],RA
Angela Johnson,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Diana Ross,Steven Parker,0.08,"['Grader', 'TA']",RA
Larry Briggs,Ashley Washington,0.08,['TA'],Grader
Melinda Fowler,Michael Matthews,0.08,['Grader'],TA
Paul Rogers,Christopher Smith,0.08,"['RA', 'TA']",Grader
Steven Patel,Michael Matthews,0.08,['Grader'],RA
Tonya Garcia,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
David Mills,Michael Matthews,0.08,['Grader'],TA
Chelsea Becker,Ashley Washington,0.08,['TA'],RA
Travis Collins,Michael Matthews,0.08,['Grader'],TA
Vickie Moran,Ashley Washington,0.08,['TA'],RA
Chad Arroyo,Ashley Washington,0.08,['TA'],Grader
Christopher Russell,Ashley Washington,0.08,['TA'],RA
Tonya Garcia,Ashley Washington,0.08,['TA'],RA
Ashley Cooper,Jessica Wood,0.08,"['TA', 'Grader']",RA
Peter Taylor,Jessica Wood,0.08,"['TA', 'Grader']",RA
Peter Taylor,Kimberly Friedman,0.08,"['TA', 'Grader']",RA
Manuel Heath,Michael Matthews,0.08,['Grader'],RA
David Mills,Beth Taylor,0.05,"['RA', 'Grader']",TA
Travis Collins,Beth Taylor,0.05,"['RA', 'Grader']",TA
Tabitha Cunningham,Beth Taylor,0.05,"['RA', 'Grader']",TA
Harold Rogers,Beth Taylor,0.05,"['RA', 'Grader']",TA
Ryan Freeman,Beth Taylor,0.05,"['RA', 'Grader']",TA
Julia Figueroa,Beth Taylor,0.05,"['RA', 'Grader']",TA
Martin Valencia,Beth Taylor,0.05,"['RA', 'Grader']",TA
Christopher Ferguson,Beth Taylor,0.05,"['RA', 'Grader']",TA
Mr. Walter Henson DDS,Beth Taylor,0.05,"['RA', 'Grader']",TA
Natasha Keller,Beth Taylor,0.05,"['RA', 'Grader']",TA
Sandra Gomez MD,Beth Taylor,0.05,"['RA', 'Grader']",TA
David Rush,Beth Taylor,0.05,"['RA', 'Grader']",TA
Caleb Potter,Beth Taylor,0.05,"['RA', 'Grader']",TA
Anthony Hoover,Beth Taylor,0.05,"['RA', 'Grader']",TA
Anita Haney,Beth Taylor,0.05,"['RA', 'Grader']",TA
Dustin Lowe,Beth Taylor,0.05,"['RA', 'Grader']",TA
Samantha Gonzales,Beth Taylor,0.05,"['RA', 'Grader']",TA
Gregory Collins,Beth Taylor,0.05,"['RA', 'Grader']",TA
Pamela Baxter,Beth Taylor,0.05,"['RA', 'Grader']",TA
Dana White,Christopher Smith,0.04,"['RA', 'TA']",Grader
Kevin Castaneda DDS,Christopher Smith,0.04,"['RA', 'TA']",Grader
Ryan Collins Jr.,Christopher Smith,0.04,"['RA', 'TA']",Grader
Dakota Jefferson,Christopher Smith,0.04,"['RA', 'TA']",Grader
Angel Thornton DVM,Christopher Smith,0.04,"['RA', 'TA']",Grader
Joshua Mooney,Christopher Smith,0.04,"['RA', 'TA']",Grader
Jorge Vasquez,Christopher Smith,0.04,"['RA', 'TA']",Grader
Lisa Davis,Christopher Smith,0.04,"['RA', 'TA']",Grader
Peggy Chavez,Christopher Smith,0.04,"['RA', 'TA']",Grader
Larry Briggs,Christopher Smith,0.04,"['RA', 'TA']",Grader
Michael Mckinney,Christopher Smith,0.04,"['RA', 'TA']",Grader
Joseph Smith,Christopher Smith,0.04,"['RA', 'TA']",Grader
Andrew Wood,Christopher Smith,0.04,"['RA', 'TA']",Grader
Daniel Webb,Christopher Smith,0.04,"['RA', 'TA']",Grader
Alexandria Owens,Christopher Smith,0.04,"['RA', 'TA']",Grader
Robert Strong,Christopher Smith,0.04,"['RA', 'TA']",Grader
Scott Summers,Christopher Smith,0.04,"['RA', 'TA']",Grader
Michael Orozco,Christopher Smith,0.04,"['RA', 'TA']",Grader
Chad Arroyo,Christopher Smith,0.04,"['RA', 'TA']",Grader
Mark Wolf,Christopher Smith,0.04,"['RA', 'TA']",Grader
Kristie Rose,Nicole Payne,0.0,['TA'],RA
Lisa Stone,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Kristie Rose,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Mark Wolf,Nicole Payne,0.0,['TA'],Grader
Mark Wolf,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Manuel Heath,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Lisa Burton,Steven Parker,0.0,"['Grader', 'TA']",RA
Lisa Burton,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Lisa Burton,Jessica Wood,0.0,"['TA', 'Grader']",RA
Lisa Burton,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Lisa Burton,Michael Matthews,0.0,['Grader'],RA
Lisa Burton,Nicole Payne,0.0,['TA'],RA
David Lara,Nicole Payne,0.0,['TA'],RA
Suzanne Mcintosh,Beth Taylor,0.0,"['RA', 'Grader']",TA
Suzanne Mcintosh,Michael Matthews,0.0,['Grader'],TA
Peter Taylor,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Peter Taylor,Steven Parker,0.0,"['Grader', 'TA']",RA
Timothy Holland,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Timothy Holland,Nicole Payne,0.0,['TA'],Grader
Ashley Cooper,Michael Matthews,0.0,['Grader'],RA
Ashley Cooper,Ashley Washington,0.0,['TA'],RA
Ashley Cooper,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Ashley Cooper,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Ashley Cooper,Steven Parker,0.0,"['Grader', 'TA']",RA
Russell Mason,Michael Matthews,0.0,['Grader'],TA
Manuel Heath,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Christopher Russell,Nicole Payne,0.0,['TA'],RA
Christopher Russell,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Christopher Russell,Jessica Wood,0.0,"['TA', 'Grader']",RA
Christopher Russell,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Peter Smith,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
April George,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Michael Orozco,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Michael Orozco,Nicole Payne,0.0,['TA'],Grader
Jamie Hoffman,Beth Taylor,0.0,"['RA', 'Grader']",TA
Chad Arroyo,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Chad Arroyo,Nicole Payne,0.0,['TA'],Grader
Brooke Case,Nicole Payne,0.0,['TA'],RA
Martha Cooper,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Martha Cooper,Nicole Payne,0.0,['TA'],Grader
Jacqueline Lopez,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Jacqueline Lopez,Nicole Payne,0.0,['TA'],Grader
Joseph Harmon,Nicole Payne,0.0,['TA'],RA
Deanna Nielsen,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Deanna Nielsen,Nicole Payne,0.0,['TA'],Grader
Brooke Case,Michael Matthews,0.0,['Grader'],RA
Brooke Case,Ashley Washington,0.0,['TA'],RA
David Anderson,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Jennifer Lambert,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Jennifer Lambert,Nicole Payne,0.0,['TA'],Grader
Jennifer Lambert,Ashley Washington,0.0,['TA'],Grader
Jennifer Lambert,Christopher Smith,0.0,"['RA', 'TA']",Grader
Jennifer Berry,Nicole Payne,0.0,['TA'],RA
Jennifer Berry,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Jennifer Berry,Jessica Wood,0.0,"['TA', 'Grader']",RA
Jennifer Berry,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Jennifer Berry,Steven Parker,0.0,"['Grader', 'TA']",RA
April George,Nicole Payne,0.0,['TA'],RA
April George,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Colleen Thomas PhD,Steven Parker,0.0,"['Grader', 'TA']",RA
Dylan Castillo,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Dylan Castillo,Nicole Payne,0.0,['TA'],Grader
Natasha Keller,Michael Matthews,0.0,['Grader'],TA
Robin Landry,Ashley Washington,0.0,['TA'],RA
Robin Landry,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Robin Landry,Jessica Wood,0.0,"['TA', 'Grader']",RA
Robin Landry,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
David Anderson,Nicole Payne,0.0,['TA'],RA
David Anderson,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Joseph Harmon,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Joseph Harmon,Jessica Wood,0.0,"['TA', 'Grader']",RA
Joseph Harmon,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Joseph Harmon,Steven Parker,0.0,"['Grader', 'TA']",RA
Anthony Hoover,Michael Matthews,0.0,['Grader'],TA
Jacqueline Lopez,Christopher Smith,0.0,"['RA', 'TA']",Grader
Caleb Potter,Michael Matthews,0.0,['Grader'],TA
Randy Thomas,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Randy Thomas,Nicole Payne,0.0,['TA'],Grader
Randy Thomas,Christopher Smith,0.0,"['RA', 'TA']",Grader
Scott James,Nicole Payne,0.0,['TA'],RA
Scott James,Michael Matthews,0.0,['Grader'],RA
Scott James,Ashley Washington,0.0,['TA'],RA
Scott James,Jessica Wood,0.0,"['TA', 'Grader']",RA
Scott James,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Scott James,Steven Parker,0.0,"['Grader', 'TA']",RA
Patrick Freeman,Nicole Payne,0.0,['TA'],RA
Penny Walsh,Steven Parker,0.0,"['Grader', 'TA']",RA
Carlos Morales,Nicole Payne,0.0,['TA'],RA
Carlos Morales,Michael Matthews,0.0,['Grader'],RA
Carlos Morales,Ashley Washington,0.0,['TA'],RA
Carlos Morales,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Carlos Morales,Jessica Wood,0.0,"['TA', 'Grader']",RA
Carlos Morales,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Carlos Morales,Steven Parker,0.0,"['Grader', 'TA']",RA
Robin Landry,Nicole Payne,0.0,['TA'],RA
Kurt Brandt,Christopher Smith,0.0,"['RA', 'TA']",Grader
Shannon Allen,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Shannon Allen,Steven Parker,0.0,"['Grader', 'TA']",RA
Jorge Vasquez,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Jorge Vasquez,Nicole Payne,0.0,['TA'],Grader
Patrick Freeman,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Michael Martinez,Michael Matthews,0.0,['Grader'],TA
Michael Martinez,Beth Taylor,0.0,"['RA', 'Grader']",TA
Kristine Fox,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Kristine Fox,Nicole Payne,0.0,['TA'],Grader
Penny Walsh,Nicole Payne,0.0,['TA'],RA
Penny Walsh,Michael Matthews,0.0,['Grader'],RA
Penny Walsh,Ashley Washington,0.0,['TA'],RA
Penny Walsh,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Penny Walsh,Jessica Wood,0.0,"['TA', 'Grader']",RA
Penny Walsh,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Kristine Fox,Ashley Washington,0.0,['TA'],Grader
Kristine Fox,Christopher Smith,0.0,"['RA', 'TA']",Grader
Paul Rogers,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Paul Rogers,Nicole Payne,0.0,['TA'],Grader
Rebecca Peterson,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Lisa Davis,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Lisa Davis,Nicole Payne,0.0,['TA'],Grader
Lisa Davis,Ashley Washington,0.0,['TA'],Grader
Anita Haney,Michael Matthews,0.0,['Grader'],TA
Kimberly Monroe,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Kimberly Monroe,Jessica Wood,0.0,"['TA', 'Grader']",RA
Kimberly Monroe,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Kimberly Monroe,Steven Parker,0.0,"['Grader', 'TA']",RA
Brian Austin,Beth Taylor,0.0,"['RA', 'Grader']",TA
Kurt Brandt,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Kurt Brandt,Nicole Payne,0.0,['TA'],Grader
Peggy Chavez,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Peggy Chavez,Nicole Payne,0.0,['TA'],Grader
Alice Young,Beth Taylor,0.0,"['RA', 'Grader']",TA
Kimberly Monroe,Nicole Payne,0.0,['TA'],RA
Dana White,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Dana White,Nicole Payne,0.0,['TA'],Grader
Shannon Allen,Nicole Payne,0.0,['TA'],RA
Shannon Allen,Michael Matthews,0.0,['Grader'],RA
Shannon Allen,Ashley Washington,0.0,['TA'],RA
Shannon Allen,Jessica Wood,0.0,"['TA', 'Grader']",RA
Christopher Lin,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Christopher Lin,Nicole Payne,0.0,['TA'],Grader
Mark Prince,Beth Taylor,0.0,"['RA', 'Grader']",TA
Rebecca Peterson,Nicole Payne,0.0,['TA'],RA
Rebecca Peterson,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Rebecca Peterson,Jessica Wood,0.0,"['TA', 'Grader']",RA
Larry Briggs,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Larry Briggs,Nicole Payne,0.0,['TA'],Grader
Diana Ross,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Nicole Terry,Michael Matthews,0.0,['Grader'],TA
Nicole Terry,Beth Taylor,0.0,"['RA', 'Grader']",TA
Melinda Fowler,Beth Taylor,0.0,"['RA', 'Grader']",TA
Andrea Roy,Christopher Smith,0.0,"['RA', 'TA']",Grader
Michael Mckinney,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Michael Mckinney,Nicole Payne,0.0,['TA'],Grader
Michael Mckinney,Ashley Washington,0.0,['TA'],Grader
Luke Hickman,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Luke Hickman,Jessica Wood,0.0,"['TA', 'Grader']",RA
Luke Hickman,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Steven Patel,Nicole Payne,0.0,['TA'],RA
Steven Patel,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Steven Patel,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Nicole Davis,Steven Parker,0.0,"['Grader', 'TA']",RA
Matthew Mckinney,Beth Taylor,0.0,"['RA', 'Grader']",TA
Gregory Roach,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Gregory Roach,Nicole Payne,0.0,['TA'],Grader
Gregory Roach,Christopher Smith,0.0,"['RA', 'TA']",Grader
Nicole Davis,Nicole Payne,0.0,['TA'],RA
Cody Klein,Michael Matthews,0.0,['Grader'],TA
Cody Klein,Beth Taylor,0.0,"['RA', 'Grader']",TA
Jacqueline Sullivan,Nicole Payne,0.0,['TA'],RA
Jacqueline Sullivan,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Martin Valencia,Michael Matthews,0.0,['Grader'],TA
Bonnie Edwards,Nicole Payne,0.0,['TA'],RA
Bonnie Edwards,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Crystal Cooper,Beth Taylor,0.0,"['RA', 'Grader']",TA
Luke Hickman,Nicole Payne,0.0,['TA'],RA
Luke Hickman,Michael Matthews,0.0,['Grader'],RA
Douglas Rhodes,Nicole Payne,0.0,['TA'],Grader
Douglas Rhodes,Christopher Smith,0.0,"['RA', 'TA']",Grader
Nicole Lewis,Michael Matthews,0.0,['Grader'],TA
Nicole Lewis,Beth Taylor,0.0,"['RA', 'Grader']",TA
Diana Ross,Nicole Payne,0.0,['TA'],RA
Shawn Walker,Beth Taylor,0.0,"['RA', 'Grader']",TA
Andrea Roy,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Andrea Roy,Nicole Payne,0.0,['TA'],Grader
Lauren Hamilton,Michael Matthews,0.0,['Grader'],TA
Lauren Hamilton,Beth Taylor,0.0,"['RA', 'Grader']",TA
Michael Hayes,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Michael Hayes,Nicole Payne,0.0,['TA'],Grader
Tammy Wyatt,Beth Taylor,0.0,"['RA', 'Grader']",TA
Emily Chang,Michael Matthews,0.0,['Grader'],TA
Emily Chang,Beth Taylor,0.0,"['RA', 'Grader']",TA
Nicole Davis,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Terry Harris,Nicole Payne,0.0,['TA'],RA
Terry Harris,Michael Matthews,0.0,['Grader'],RA
Terry Harris,Ashley Washington,0.0,['TA'],RA
Terry Harris,Jessica Wood,0.0,"['TA', 'Grader']",RA
Terry Harris,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Terry Harris,Steven Parker,0.0,"['Grader', 'TA']",RA
Maria Wu,Nicole Payne,0.0,['TA'],RA
Maria Wu,Michael Matthews,0.0,['Grader'],RA
Maria Wu,Ashley Washington,0.0,['TA'],RA
Kimberly White,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Kimberly White,Steven Parker,0.0,"['Grader', 'TA']",RA
Jeffrey Watson,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Jeffrey Watson,Nicole Payne,0.0,['TA'],Grader
Jeffrey Watson,Ashley Washington,0.0,['TA'],Grader
Jeffrey Watson,Christopher Smith,0.0,"['RA', 'TA']",Grader
Douglas Rhodes,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Paige Rivera MD,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
James Carter,Nicole Payne,0.0,['TA'],RA
James Carter,Michael Matthews,0.0,['Grader'],RA
James Carter,Ashley Washington,0.0,['TA'],RA
James Carter,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
James Carter,Jessica Wood,0.0,"['TA', 'Grader']",RA
James Carter,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Michael Hayes,Christopher Smith,0.0,"['RA', 'TA']",Grader
Julia Figueroa,Michael Matthews,0.0,['Grader'],TA
Chad Oconnell,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Chad Oconnell,Steven Parker,0.0,"['Grader', 'TA']",RA
Brittney Arnold,Michael Matthews,0.0,['Grader'],TA
Paige Rivera MD,Steven Parker,0.0,"['Grader', 'TA']",RA
Kimberly White,Nicole Payne,0.0,['TA'],RA
Kimberly White,Michael Matthews,0.0,['Grader'],RA
Kimberly White,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Justin Davis,Jessica Wood,0.0,"['TA', 'Grader']",RA
Justin Davis,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Brian Santiago,Nicole Payne,0.0,['TA'],RA
Brian Santiago,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Brian Santiago,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Brian Santiago,Steven Parker,0.0,"['Grader', 'TA']",RA
David Wolfe,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
David Wolfe,Nicole Payne,0.0,['TA'],Grader
David Wolfe,Christopher Smith,0.0,"['RA', 'TA']",Grader
Maria Wu,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Maria Wu,Steven Parker,0.0,"['Grader', 'TA']",RA
Kimberly Reese MD,Nicole Payne,0.0,['TA'],RA
Kimberly Reese MD,Michael Matthews,0.0,['Grader'],RA
Kimberly Reese MD,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Kimberly Reese MD,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Paige Rivera MD,Nicole Payne,0.0,['TA'],RA
Alexis Simmons,Nicole Payne,0.0,['TA'],RA
Alexis Simmons,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Alexis Simmons,Jessica Wood,0.0,"['TA', 'Grader']",RA
Alexis Simmons,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Alexis Simmons,Steven Parker,0.0,"['Grader', 'TA']",RA
Justin Davis,Nicole Payne,0.0,['TA'],RA
Justin Davis,Michael Matthews,0.0,['Grader'],RA
Brittney Arnold,Beth Taylor,0.0,"['RA', 'Grader']",TA
Joseph Smith,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Joseph Smith,Nicole Payne,0.0,['TA'],Grader
Chad Oconnell,Nicole Payne,0.0,['TA'],RA
Chad Oconnell,Michael Matthews,0.0,['Grader'],RA
Veronica Reynolds,Nicole Payne,0.0,['TA'],RA
Veronica Reynolds,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Veronica Reynolds,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Justin Davis,Ashley Washington,0.0,['TA'],RA
Michael Fisher,Jessica Wood,0.0,"['TA', 'Grader']",RA
Michael Fisher,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Michael Fisher,Steven Parker,0.0,"['Grader', 'TA']",RA
Steven Rivera,Nicole Payne,0.0,['TA'],RA
David Gardner,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
David Gardner,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Kara Foster,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Kara Foster,Nicole Payne,0.0,['TA'],Grader
Kara Foster,Ashley Washington,0.0,['TA'],Grader
Steven Rivera,Michael Matthews,0.0,['Grader'],RA
Steven Rivera,Ashley Washington,0.0,['TA'],RA
Steven Rivera,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Steven Rivera,Steven Parker,0.0,"['Grader', 'TA']",RA
Barbara Fry,Beth Taylor,0.0,"['RA', 'Grader']",TA
Cynthia Jensen,Beth Taylor,0.0,"['RA', 'Grader']",TA
David Gardner,Nicole Payne,0.0,['TA'],RA
Michele Taylor,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Michele Taylor,Nicole Payne,0.0,['TA'],Grader
Daniel Webb,Nicole Payne,0.0,['TA'],Grader
Daniel Webb,Ashley Washington,0.0,['TA'],Grader
Kara Foster,Christopher Smith,0.0,"['RA', 'TA']",Grader
Todd Bowen,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Todd Bowen,Nicole Payne,0.0,['TA'],Grader
Todd Bowen,Christopher Smith,0.0,"['RA', 'TA']",Grader
Marissa White,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Marissa White,Nicole Payne,0.0,['TA'],Grader
Marissa White,Ashley Washington,0.0,['TA'],Grader
Anna Scott,Beth Taylor,0.0,"['RA', 'Grader']",TA
Michael Fisher,Nicole Payne,0.0,['TA'],RA
Michael Fisher,Michael Matthews,0.0,['Grader'],RA
Michael Fisher,Ashley Washington,0.0,['TA'],RA
Michael Fisher,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Roger Johnson,Beth Taylor,0.0,"['RA', 'Grader']",TA
Chelsea Bailey,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Chelsea Bailey,Nicole Payne,0.0,['TA'],Grader
Marissa White,Christopher Smith,0.0,"['RA', 'TA']",Grader
Daniel Webb,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Sabrina Sullivan,Nicole Payne,0.0,['TA'],RA
Sabrina Sullivan,Michael Matthews,0.0,['Grader'],RA
Sabrina Sullivan,Ashley Washington,0.0,['TA'],RA
Nicole Byrd,Michael Matthews,0.0,['Grader'],RA
Nicole Byrd,Kimberly Friedman,0.0,"['TA', 'Grader']",RA
Nicole Byrd,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Nicole Byrd,Steven Parker,0.0,"['Grader', 'TA']",RA
Jonathan Ballard,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Jonathan Ballard,Nicole Payne,0.0,['TA'],Grader
Sabrina Sullivan,Chelsea Wallace,0.0,"['Grader', 'TA']",RA
Sabrina Sullivan,Steven Parker,0.0,"['Grader', 'TA']",RA
Jason Duncan MD,Nicole Payne,0.0,['TA'],RA
Jason Duncan MD,Michael Matthews,0.0,['Grader'],RA
Jason Duncan MD,Ashley Washington,0.0,['TA'],RA
Richard Cantu,Christopher Smith,0.0,"['RA', 'TA']",Grader
Maria Banks,Michael Matthews,0.0,['Grader'],TA
Maria Banks,Beth Taylor,0.0,"['RA', 'Grader']",TA
Judith Cherry,Ashley Washington,0.0,['TA'],Grader
Judith Cherry,Christopher Smith,0.0,"['RA', 'TA']",Grader
Scott Romero,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Scott Romero,Nicole Payne,0.0,['TA'],Grader
Scott Romero,Ashley Washington,0.0,['TA'],Grader
Chelsea Bailey,Christopher Smith,0.0,"['RA', 'TA']",Grader
Michael Bautista,Beth Taylor,0.0,"['RA', 'Grader']",TA
Judith Cherry,Christopher Lee DVM,0.0,"['TA', 'RA']",Grader
Judith Cherry,Nicole Payne,0.0,['TA'],Grader
Roger Johnson,Michael Matthews,0.0,['Grader'],TA
Nicholas Lloyd,Nicole Payne,0.0,['TA'],Grader
Nicholas Lloyd,Ashley Washington,0.0,['TA'],Grader
Dr. Gabrielle King,Nicole Payne,0.0,['TA'],RA
Dr. Gabrielle King,Ashley Washington,0.0,['TA'],RA
