student,professor,score,reasons
Robert Sandoval,Patrick Dillon,70,shared interest in Smart Cities; matched desired role: RA
Robert Sandoval,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: RA
Robert Sandoval,Amber Smith MD,40,shared interest in Smart Cities
Matthew Blevins,Christopher Smith,30,matched desired role: RA
Matthew Blevins,Beth Taylor,30,matched desired role: RA
Matthew Blevins,Christopher Lee DVM,30,matched desired role: RA
Matthew Blevins,Scott Foster PhD,30,matched desired role: RA
Matthew Blevins,Mercedes Francis,30,matched desired role: RA
Matthew Blevins,Casey Nunez,30,matched desired role: RA
Matthew Blevins,Shannon Reyes,30,matched desired role: RA
Matthew Blevins,Jeanne Clark,30,matched desired role: RA
Matthew Blevins,Victoria Oliver,30,matched desired role: RA
Matthew Blevins,Adrienne Miles,30,matched desired role: RA
Matthew Blevins,Jennifer Harper,30,matched desired role: RA
Matthew Blevins,Tony Singh,30,matched desired role: RA
Matthew Blevins,Marie Wilkinson,30,matched desired role: RA
Matthew Blevins,Roberto Delgado,30,matched desired role: RA
Matthew Blevins,Patrick Dillon,30,matched desired role: RA
Matthew Blevins,Brenda Thomas,30,matched desired role: RA
Joseph Durham,Christopher Smith,30,matched desired role: TA
Joseph Durham,Steven Parker,30,matched desired role: TA
Joseph Durham,Chelsea Wallace,30,matched desired role: TA
Joseph Durham,Jessica Wood,30,matched desired role: TA
Joseph Durham,Kimberly Friedman,30,matched desired role: TA
Joseph Durham,Ashley Washington,30,matched desired role: TA
Joseph Durham,Nicole Payne,30,matched desired role: TA
Joseph Durham,Christopher Lee DVM,30,matched desired role: TA
Joseph Durham,Jeffrey Weiss,30,matched desired role: TA
Joseph Durham,Jason Smith,30,matched desired role: TA
Joseph Durham,Casey Nunez,30,matched desired role: TA
Joseph Durham,John Dawson,30,matched desired role: TA
Joseph Durham,Adrienne Miles,30,matched desired role: TA
Joseph Durham,Alan Butler,30,matched desired role: TA
Joseph Durham,Jessica Davis,30,matched desired role: TA
Joseph Durham,Diana Parker,30,matched desired role: TA
Joseph Durham,Joshua Ross,30,matched desired role: TA
Joseph Durham,Dr. Kristin Baldwin,30,matched desired role: TA
Joseph Durham,Courtney Pitts,30,matched desired role: TA
Joseph Durham,Karen Price,30,matched desired role: TA
Joseph Durham,Elizabeth Perry,30,matched desired role: TA
Joseph Durham,Betty Silva,30,matched desired role: TA
Joseph Durham,Jane Mckenzie,30,matched desired role: TA
Joseph Durham,Amber Smith MD,30,matched desired role: TA
Joseph Durham,Paul Robinson,30,matched desired role: TA
Joseph Durham,Rebecca Terry,30,matched desired role: TA
Joseph Durham,Andrea Hart,30,matched desired role: TA
Joseph Durham,David Stokes,30,matched desired role: TA
Brenda Wood,Christopher Smith,30,matched desired role: TA
Brenda Wood,Steven Parker,30,matched desired role: TA
Brenda Wood,Chelsea Wallace,30,matched desired role: TA
Brenda Wood,Jessica Wood,30,matched desired role: TA
Brenda Wood,Kimberly Friedman,30,matched desired role: TA
Brenda Wood,Ashley Washington,30,matched desired role: TA
Brenda Wood,Nicole Payne,30,matched desired role: TA
Brenda Wood,Christopher Lee DVM,30,matched desired role: TA
Brenda Wood,Jeffrey Weiss,30,matched desired role: TA
Brenda Wood,Jason Smith,30,matched desired role: TA
Brenda Wood,Casey Nunez,30,matched desired role: TA
Brenda Wood,John Dawson,30,matched desired role: TA
Brenda Wood,Adrienne Miles,30,matched desired role: TA
Brenda Wood,Alan Butler,30,matched desired role: TA
Brenda Wood,Jessica Davis,30,matched desired role: TA
Brenda Wood,Diana Parker,30,matched desired role: TA
Brenda Wood,Joshua Ross,30,matched desired role: TA
Brenda Wood,Dr. Kristin Baldwin,30,matched desired role: TA
Brenda Wood,Courtney Pitts,30,matched desired role: TA
Brenda Wood,Karen Price,30,matched desired role: TA
Brenda Wood,Elizabeth Perry,30,matched desired role: TA
Brenda Wood,Betty Silva,30,matched desired role: TA
Brenda Wood,Jane Mckenzie,30,matched desired role: TA
Brenda Wood,Amber Smith MD,30,matched desired role: TA
Brenda Wood,Paul Robinson,30,matched desired role: TA
Brenda Wood,Rebecca Terry,30,matched desired role: TA
Brenda Wood,Andrea Hart,30,matched desired role: TA
Brenda Wood,David Stokes,30,matched desired role: TA
Amy Cortez,Christopher Smith,30,matched desired role: RA
Amy Cortez,Beth Taylor,30,matched desired role: RA
Amy Cortez,Christopher Lee DVM,30,matched desired role: RA
Amy Cortez,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: RA
Amy Cortez,Mercedes Francis,30,matched desired role: RA
Amy Cortez,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: RA
Amy Cortez,Shannon Reyes,30,matched desired role: RA
Amy Cortez,Jeanne Clark,30,matched desired role: RA
Amy Cortez,Victoria Oliver,30,matched desired role: RA
Amy Cortez,Adrienne Miles,30,matched desired role: RA
Amy Cortez,Jennifer Harper,30,matched desired role: RA
Amy Cortez,Tony Singh,30,matched desired role: RA
Amy Cortez,Marie Wilkinson,30,matched desired role: RA
Amy Cortez,Jessica Davis,5,skill overlap: Natural Language Processing
Amy Cortez,Joshua Ross,5,skill overlap: Natural Language Processing
Amy Cortez,Roberto Delgado,30,matched desired role: RA
Amy Cortez,Patrick Dillon,30,matched desired role: RA
Amy Cortez,Brenda Thomas,30,matched desired role: RA
Amy Cortez,Anthony Ruiz,5,skill overlap: Natural Language Processing
Amy Cortez,Rebecca Terry,5,skill overlap: Natural Language Processing
Amy Cortez,David Stokes,5,skill overlap: Natural Language Processing
Katelyn Dawson,Christopher Smith,30,matched desired role: TA
Katelyn Dawson,Steven Parker,30,matched desired role: TA
Katelyn Dawson,Chelsea Wallace,30,matched desired role: TA
Katelyn Dawson,Jessica Wood,70,shared interest in Smart Cities; matched desired role: TA
Katelyn Dawson,Kimberly Friedman,30,matched desired role: TA
Katelyn Dawson,Ashley Washington,30,matched desired role: TA
Katelyn Dawson,Nicole Payne,30,matched desired role: TA
Katelyn Dawson,Christopher Lee DVM,30,matched desired role: TA
Katelyn Dawson,Jeffrey Weiss,70,shared interest in Smart Cities; matched desired role: TA
Katelyn Dawson,Jason Smith,30,matched desired role: TA
Katelyn Dawson,Casey Nunez,30,matched desired role: TA
Katelyn Dawson,John Dawson,30,matched desired role: TA
Katelyn Dawson,Adrienne Miles,30,matched desired role: TA
Katelyn Dawson,Alan Butler,30,matched desired role: TA
Katelyn Dawson,Jessica Davis,30,matched desired role: TA
Katelyn Dawson,Diana Parker,30,matched desired role: TA
Katelyn Dawson,Joshua Ross,30,matched desired role: TA
Katelyn Dawson,Patrick Dillon,40,shared interest in Smart Cities
Katelyn Dawson,Dr. Kristin Baldwin,30,matched desired role: TA
Katelyn Dawson,Courtney Pitts,30,matched desired role: TA
Katelyn Dawson,Karen Price,30,matched desired role: TA
Katelyn Dawson,Elizabeth Perry,30,matched desired role: TA
Katelyn Dawson,Brenda Thomas,40,shared interest in Smart Cities
Katelyn Dawson,Betty Silva,30,matched desired role: TA
Katelyn Dawson,Jane Mckenzie,30,matched desired role: TA
Katelyn Dawson,Amber Smith MD,70,shared interest in Smart Cities; matched desired role: TA
Katelyn Dawson,Paul Robinson,30,matched desired role: TA
Katelyn Dawson,Rebecca Terry,30,matched desired role: TA
Katelyn Dawson,Andrea Hart,30,matched desired role: TA
Katelyn Dawson,David Stokes,30,matched desired role: TA
Angel Garcia,Steven Parker,70,shared interest in Climate Change Modeling; matched desired role: Grader
Angel Garcia,Beth Taylor,30,matched desired role: Grader
Angel Garcia,Chelsea Wallace,30,matched desired role: Grader
Angel Garcia,Jessica Wood,30,matched desired role: Grader
Angel Garcia,Kimberly Friedman,30,matched desired role: Grader
Angel Garcia,Michael Matthews,30,matched desired role: Grader
Angel Garcia,Scott Foster PhD,30,matched desired role: Grader
Angel Garcia,Shawn Medina,70,shared interest in Climate Change Modeling; matched desired role: Grader
Angel Garcia,Mercedes Francis,30,matched desired role: Grader
Angel Garcia,Shannon Reyes,30,matched desired role: Grader
Angel Garcia,John Dawson,30,matched desired role: Grader
Angel Garcia,Jeanne Clark,30,matched desired role: Grader
Angel Garcia,Victoria Oliver,30,matched desired role: Grader
Angel Garcia,Alan Butler,30,matched desired role: Grader
Angel Garcia,Diana Parker,30,matched desired role: Grader
Angel Garcia,Michael Soto,30,matched desired role: Grader
Angel Garcia,Roberto Delgado,30,matched desired role: Grader
Angel Garcia,Courtney Pitts,30,matched desired role: Grader
Angel Garcia,Karen Price,40,shared interest in Climate Change Modeling
Angel Garcia,Brenda Thomas,30,matched desired role: Grader
Angel Garcia,Stephanie Hall,70,shared interest in Climate Change Modeling; matched desired role: Grader
Angel Garcia,Paul Robinson,70,shared interest in Climate Change Modeling; matched desired role: Grader
Angel Garcia,Jamie Bowen,30,matched desired role: Grader
Angel Garcia,Anthony Ruiz,30,matched desired role: Grader
Angel Garcia,Christopher Bennett,30,matched desired role: Grader
Angel Garcia,Rebecca Terry,30,matched desired role: Grader
Angel Garcia,Bradley Elliott,30,matched desired role: Grader
Angel Garcia,Heather Mckinney,30,matched desired role: Grader
Angel Garcia,Brenda Marquez,30,matched desired role: Grader
Roger Henderson,Christopher Smith,30,matched desired role: RA
Roger Henderson,Beth Taylor,30,matched desired role: RA
Roger Henderson,Christopher Lee DVM,30,matched desired role: RA
Roger Henderson,Scott Foster PhD,30,matched desired role: RA
Roger Henderson,Mercedes Francis,30,matched desired role: RA
Roger Henderson,Casey Nunez,30,matched desired role: RA
Roger Henderson,Shannon Reyes,30,matched desired role: RA
Roger Henderson,Jeanne Clark,30,matched desired role: RA
Roger Henderson,Victoria Oliver,30,matched desired role: RA
Roger Henderson,Adrienne Miles,30,matched desired role: RA
Roger Henderson,Jennifer Harper,30,matched desired role: RA
Roger Henderson,Tony Singh,30,matched desired role: RA
Roger Henderson,Marie Wilkinson,30,matched desired role: RA
Roger Henderson,Roberto Delgado,30,matched desired role: RA
Roger Henderson,Patrick Dillon,30,matched desired role: RA
Roger Henderson,Brenda Thomas,30,matched desired role: RA
Kevin Carter,Steven Parker,30,matched desired role: Grader
Kevin Carter,Beth Taylor,30,matched desired role: Grader
Kevin Carter,Chelsea Wallace,30,matched desired role: Grader
Kevin Carter,Jessica Wood,30,matched desired role: Grader
Kevin Carter,Kimberly Friedman,30,matched desired role: Grader
Kevin Carter,Michael Matthews,30,matched desired role: Grader
Kevin Carter,Scott Foster PhD,30,matched desired role: Grader
Kevin Carter,Shawn Medina,30,matched desired role: Grader
Kevin Carter,Mercedes Francis,30,matched desired role: Grader
Kevin Carter,Shannon Reyes,30,matched desired role: Grader
Kevin Carter,John Dawson,30,matched desired role: Grader
Kevin Carter,Jeanne Clark,30,matched desired role: Grader
Kevin Carter,Victoria Oliver,30,matched desired role: Grader
Kevin Carter,Alan Butler,30,matched desired role: Grader
Kevin Carter,Jessica Davis,40,shared interest in Quantum Computing
Kevin Carter,Diana Parker,70,shared interest in Quantum Computing; matched desired role: Grader
Kevin Carter,Michael Soto,30,matched desired role: Grader
Kevin Carter,Roberto Delgado,70,shared interest in Quantum Computing; matched desired role: Grader
Kevin Carter,Courtney Pitts,30,matched desired role: Grader
Kevin Carter,Brenda Thomas,30,matched desired role: Grader
Kevin Carter,Stephanie Hall,30,matched desired role: Grader
Kevin Carter,Paul Robinson,30,matched desired role: Grader
Kevin Carter,Jamie Bowen,30,matched desired role: Grader
Kevin Carter,Anthony Ruiz,30,matched desired role: Grader
Kevin Carter,Christopher Bennett,30,matched desired role: Grader
Kevin Carter,Rebecca Terry,30,matched desired role: Grader
Kevin Carter,Andrea Hart,40,shared interest in Quantum Computing
Kevin Carter,Bradley Elliott,30,matched desired role: Grader
Kevin Carter,Heather Mckinney,30,matched desired role: Grader
Kevin Carter,Brenda Marquez,30,matched desired role: Grader
Lauren Mcdonald,Steven Parker,30,matched desired role: Grader
Lauren Mcdonald,Beth Taylor,30,matched desired role: Grader
Lauren Mcdonald,Chelsea Wallace,30,matched desired role: Grader
Lauren Mcdonald,Jessica Wood,30,matched desired role: Grader
Lauren Mcdonald,Kimberly Friedman,30,matched desired role: Grader
Lauren Mcdonald,Michael Matthews,30,matched desired role: Grader
Lauren Mcdonald,Scott Foster PhD,30,matched desired role: Grader
Lauren Mcdonald,Shawn Medina,30,matched desired role: Grader
Lauren Mcdonald,Mercedes Francis,30,matched desired role: Grader
Lauren Mcdonald,Shannon Reyes,30,matched desired role: Grader
Lauren Mcdonald,John Dawson,30,matched desired role: Grader
Lauren Mcdonald,Jeanne Clark,30,matched desired role: Grader
Lauren Mcdonald,Victoria Oliver,30,matched desired role: Grader
Lauren Mcdonald,Alan Butler,30,matched desired role: Grader
Lauren Mcdonald,Diana Parker,30,matched desired role: Grader
Lauren Mcdonald,Michael Soto,30,matched desired role: Grader
Lauren Mcdonald,Roberto Delgado,30,matched desired role: Grader
Lauren Mcdonald,Courtney Pitts,30,matched desired role: Grader
Lauren Mcdonald,Brenda Thomas,30,matched desired role: Grader
Lauren Mcdonald,Stephanie Hall,30,matched desired role: Grader
Lauren Mcdonald,Paul Robinson,30,matched desired role: Grader
Lauren Mcdonald,Jamie Bowen,30,matched desired role: Grader
Lauren Mcdonald,Anthony Ruiz,30,matched desired role: Grader
Lauren Mcdonald,Christopher Bennett,30,matched desired role: Grader
Lauren Mcdonald,Rebecca Terry,30,matched desired role: Grader
Lauren Mcdonald,Bradley Elliott,30,matched desired role: Grader
Lauren Mcdonald,Heather Mckinney,30,matched desired role: Grader
Lauren Mcdonald,Brenda Marquez,30,matched desired role: Grader
Meghan Hall,Christopher Smith,30,matched desired role: TA
Meghan Hall,Steven Parker,30,matched desired role: TA
Meghan Hall,Chelsea Wallace,30,matched desired role: TA
Meghan Hall,Jessica Wood,30,matched desired role: TA
Meghan Hall,Kimberly Friedman,30,matched desired role: TA
Meghan Hall,Ashley Washington,30,matched desired role: TA
Meghan Hall,Nicole Payne,30,matched desired role: TA
Meghan Hall,Christopher Lee DVM,30,matched desired role: TA
Meghan Hall,Jeffrey Weiss,30,matched desired role: TA
Meghan Hall,Jason Smith,30,matched desired role: TA
Meghan Hall,Casey Nunez,30,matched desired role: TA
Meghan Hall,John Dawson,30,matched desired role: TA
Meghan Hall,Adrienne Miles,30,matched desired role: TA
Meghan Hall,Alan Butler,30,matched desired role: TA
Meghan Hall,Jessica Davis,30,matched desired role: TA
Meghan Hall,Diana Parker,30,matched desired role: TA
Meghan Hall,Joshua Ross,30,matched desired role: TA
Meghan Hall,Dr. Kristin Baldwin,30,matched desired role: TA
Meghan Hall,Courtney Pitts,30,matched desired role: TA
Meghan Hall,Karen Price,30,matched desired role: TA
Meghan Hall,Elizabeth Perry,30,matched desired role: TA
Meghan Hall,Betty Silva,30,matched desired role: TA
Meghan Hall,Jane Mckenzie,30,matched desired role: TA
Meghan Hall,Amber Smith MD,30,matched desired role: TA
Meghan Hall,Paul Robinson,30,matched desired role: TA
Meghan Hall,Rebecca Terry,30,matched desired role: TA
Meghan Hall,Andrea Hart,30,matched desired role: TA
Meghan Hall,David Stokes,30,matched desired role: TA
Terry Jones,Christopher Smith,30,matched desired role: RA
Terry Jones,Steven Parker,40,shared interest in Climate Change Modeling
